urlid,alchemy_category,alchemy_category_score,avglinksize,commonlinkratio_1,commonlinkratio_2,commonlinkratio_3,commonlinkratio_4,compression_ratio,embed_ratio,frameTagRatio,hasDomainLink,html_ratio,image_ratio,lengthyLinkDomain,linkwordscore,news_front_page,non_markup_alphanum_characters,numberOfLinks,numwords_in_url,parametrizedLinkRatio,spelling_errors_ratio,label,Type,subdomain,webname,domain,countPath,website_type,website_type2,wordInHLT,wordError,lld_nol_prob,linkscorepredprob
421,4,0.405514,2.954022989,0.46808510600000003,0.265957447,0.106382979,0.010638298000000001,0.77,0.0,0.042105263,0,0.18321608,0.882352941,1,44,0.0,1492,94,5,0.031914894,0.08510638300000001,1.0,training,519,341,51,3,1043,1102,656.48,126.97872343600001,0.5365202132337255,0.16428750630761857
7187,6,0.281959,2.476038339,0.754310345,0.481321839,0.155172414,0.054597701,0.459618875,0.0,0.025445292999999997,0,0.204134805,0.11398963699999999,1,57,0.0,5471,696,8,0.147988506,0.032911392000000005,1.0,training,519,1283,12,4,1750,1815,3118.47,180.05822563200002,0.8807970779778823,0.16319908039082764
5867,0,0.6008133639871819,1.9482758619999998,0.5209713020000001,0.20750551899999997,0.090507726,0.024282561,0.365630853,0.000213,0.042991755,0,0.23802710600000002,0.032223645,1,14,0.0,22561,453,3,0.549668874,0.073079463,1.0,training,519,3091,12,2,714,966,3158.54,1648.7457647429999,0.8807970779778823,0.5816791608108998
8603,7,0.7084199999999999,3.342592593,0.47747747700000004,0.279279279,0.18018018,0.072072072,0.54789272,0.0,0.11142454199999999,0,0.240227193,0.311111111,1,54,0.0,1495,111,2,0.063063063,0.09326424900000001,0.0,training,519,341,51,2,1518,1619,807.3,139.43005225500002,0.84224131298103,0.1485184477941078
5783,0,0.6008133639871819,1.4453781509999999,0.548387097,0.20967741899999998,0.032258065,0.008064515999999999,0.431107167,0.0,0.051111110999999994,0,0.259613576,0.022008253,0,18,0.0,4162,124,2,0.024193548,0.078571429,0.0,training,519,204,12,1,25,0,749.16,327.014287498,0.8494327224551819,0.8331982473445818
7097,0,0.6008133639871819,2.183673469,0.4,0.2,0.0,0.0,0.544303797,0.0,0.10185185199999999,0,0.283647495,0.27380952399999997,1,37,0.0,883,50,8,0.22,0.12244898,1.0,training,519,1399,12,1,60,0,326.71,108.12244934,0.45467026111147996,0.40960672324473796
8425,8,0.821766,1.861111111,0.282051282,0.051282050999999995,0.0,0.0,0.49073537899999997,0.0,0.059925094000000005,0,0.345604494,0.030744337000000004,0,9,0.0,2999,39,2,0.051282050999999995,0.077441077,0.0,training,519,1915,12,2,1359,1596,269.91,232.245789923,0.15783595290473953,0.5734296567326268
4841,8,0.29576399999999997,3.933333333,0.333333333,0.222222222,0.222222222,0.111111111,21.0,-1.0,0.1875,0,0.26649129899999996,-1.0,0,66,0.0,151,18,2,0.0,0.111111111,0.0,training,0,2324,12,2,129,0,99.66,16.777777761,0.14185106490048777,0.152608664842631
7751,1,0.337506,2.923076923,0.307692308,0.153846154,0.153846154,0.153846154,21.0,-1.0,0.208053691,0,0.22631068,-1.0,0,62,0.0,100,13,3,0.076923077,0.25,0.0,training,0,1487,12,2,2196,0,62.0,25.0,0.11920292202211755,0.15369855657349268
9067,2,0.634037,2.75,0.304347826,0.09937888199999999,0.01863354,0.01242236,0.377917747,0.0,0.106546855,0,0.233020174,0.016078606999999998,1,15,0.0,10894,161,13,0.223602484,0.111512415,0.0,training,0,1454,12,2,268,961,1634.1,1214.81624901,0.8496306745666596,0.8413942872648525
9083,1,0.6647569999999999,2.62716763,0.557103064,0.331476323,0.181058496,0.08913649,0.538501027,0.0,0.021655066,0,0.225300528,0.09776536300000001,1,46,0.0,4439,359,3,0.242339833,0.08933717599999999,1.0,training,0,1411,12,5,453,714,2041.94,396.56772426399993,0.8698915256370021,0.44599462959793296
7451,0,0.6008133639871819,1.3541666669999999,0.303571429,0.089285714,0.0,0.0,0.747747748,0.024390244,0.13960114,0,0.237501872,0.634146341,0,26,0.0,803,56,10,0.25,0.051724137999999996,0.0,training,0,2956,12,4,1952,1531,208.78,41.53448281399999,0.5185100556181507,0.5301646660981982
2048,1,0.550773,1.070175439,0.480701754,0.028070175,0.0,0.0,0.494972931,0.0,0.014084507,0,0.228461075,0.091346154,0,28,0.0,3454,285,5,0.01754386,0.08530805699999999,0.0,training,519,3781,12,6,1249,833,967.12,294.65402887799996,0.8660721116759263,0.5348272321212596
2185,1,0.45380600000000004,1.6633333330000002,0.81383855,0.438220758,0.29818780899999997,0.278418451,0.462487153,0.0,0.007191522,0,0.166017815,0.11367673199999999,1,14,0.0,26797,607,2,0.28830313,0.09245283,1.0,training,519,2656,12,4,453,714,3751.58,2477.45848551,0.8807970779778823,0.5816791608108998
5116,2,0.425843,1.40625,0.12121212099999999,0.0,0.0,0.0,0.58961039,-1.0,0.068062827,0,0.304085422,0.157142857,0,27,0.0,533,33,3,0.03030303,0.07792207799999999,1.0,training,519,3172,42,2,1747,0,143.91,41.532467573999995,0.1463952767743269,0.44615554923437645
3532,5,0.26407800000000003,26.0,0.703703704,0.111111111,0.0,0.0,21.0,-1.0,0.013888889,0,0.3576712,-1.0,0,35,0.0,241,27,0,0.7777777779999999,0.25,0.0,training,519,334,42,1,0,0,84.35,60.25,0.14117613544185983,0.514558990055596
9879,0,0.6008133639871819,1.9857142859999999,0.718918919,0.42162162200000003,0.151351351,0.016216216000000002,0.41372549,0.0,0.060458652,0,0.147847355,0.48031496100000004,1,61,0.0,3332,370,7,0.297297297,0.23287671199999999,1.0,training,519,2689,12,2,1359,1140,2032.52,775.9452043839999,0.8670357598021706,0.15796216737170152
8630,2,0.765393,2.346153846,0.552941176,0.129411765,0.058823529000000006,0.011764706000000002,0.43115597,0.0,0.073710074,0,0.233373272,0.014332966,1,15,0.0,5037,85,1,0.305882353,0.113166485,1.0,training,0,1219,12,5,1597,898,755.55,570.019584945,0.5106366928667768,0.8413942872648525
10245,8,0.47559799999999997,2.378787879,0.333333333,0.111111111,0.041666667000000004,0.013888889,0.523892268,0.0,0.064102564,0,0.145402975,0.159090909,1,33,0.0,1547,72,0,0.097222222,0.218045113,1.0,training,519,1501,12,1,0,0,510.51,337.315789811,0.5782977732960317,0.5
9286,0,0.6008133639871819,1.842857143,0.366197183,0.14084507,0.0,0.0,0.5946704070000001,0.0,0.169421488,0,0.274866899,0.09836065599999999,0,77,0.0,195,71,3,0.183098592,0.042253520999999995,0.0,training,519,3581,51,1,1237,0,150.15,8.239436594999999,0.5217254425298697,0.14804719803168948
7924,2,0.733462,1.433467742,0.711198428,0.223968566,0.037328094,0.001964637,0.5150753770000001,0.0,0.027977044,0,0.20383417,0.335078534,1,40,0.0,5354,509,4,0.090373281,0.073891626,0.0,training,0,2227,12,5,453,714,2141.6,395.615765604,0.8807970779778823,0.44845958507095707
6019,4,0.263608,1.581081081,0.490196078,0.241830065,0.006535948000000001,0.0,0.580470163,0.0,0.064981949,0,0.212944578,0.58490566,0,51,0.0,1047,153,7,0.5555555560000001,0.068965517,1.0,training,519,2049,12,3,1880,1643,533.97,72.20689629900001,0.8403338641134707,0.15823380611778692
4616,0,0.6008133639871819,1.65625,0.386861314,0.131386861,0.01459854,0.0,0.519805982,0.0,0.008183306,0,0.205506224,0.114942529,0,17,0.0,5299,137,5,0.145985401,0.09625668400000001,1.0,training,519,1240,12,4,1649,959,900.83,510.06416851600005,0.8455347349164652,0.5913539154499929
747,8,0.22019899999999998,2.302832244,0.8,0.456842105,0.13894736800000002,0.052631579000000005,0.837962963,0.0,0.015441176000000001,0,0.138154745,0.424242424,1,77,0.0,1630,475,5,0.090526316,0.046511628,1.0,training,519,1283,12,3,1747,1102,1255.1,75.81395364,0.8807970779778823,0.14804719803168948
1260,6,0.849311,2.858974359,0.469387755,0.14285714300000002,0.06122449,0.051020407999999996,0.432082794,0.0,0.074074074,0,0.276418714,0.021666667,1,21,0.0,4527,98,7,0.06122449,0.075533662,0.0,training,519,1604,12,3,1175,977,950.67,341.940887874,0.16798161486607552,0.5061725259125543
521,8,0.309071,2.285714286,0.125,0.096153846,0.048076923,0.028846154,0.453283502,0.0,0.070996979,1,0.236056345,0.064864865,0,10,0.0,3063,104,3,0.067307692,0.08115183200000001,1.0,training,519,1047,12,1,1210,0,306.3,248.56806141600003,0.5771564475556816,0.8402886524400436
2295,0,0.6008133639871819,1.6,0.303030303,0.0,0.0,0.0,0.46153846200000004,0.0,0.15032679699999998,0,0.296168086,0.017035775,0,6,0.0,3266,33,1,0.060606060999999996,0.1,1.0,training,0,982,12,2,696,0,195.96,326.6,0.1463952767743269,0.5485194052642788
9957,10,0.341936,2.9177215189999997,0.569060773,0.28176795600000004,0.11049723800000001,0.044198895,0.396738666,0.0,0.026511135,0,0.24240135899999998,0.045936396,1,18,0.0,10429,181,4,0.066298343,0.09581151800000001,1.0,training,519,2118,12,3,1880,25,1877.22,999.2183212220001,0.8695007508395665,0.8331982473445818
1865,2,0.653713,2.481798715,0.726,0.478,0.15,0.042,0.564734895,0.0,0.035136642,0,0.21731728600000003,0.212121212,1,66,0.0,2976,500,10,0.19,0.066666667,1.0,training,519,1283,12,4,1750,937,1964.16,198.400000992,0.8807970779778823,0.152608664842631
10449,8,0.37935599999999997,1.620253165,0.432098765,0.24691358,0.23456790100000002,0.185185185,0.47144846799999995,0.0,0.032986111,0,0.23557503600000002,0.076335878,0,12,1.0,4704,81,0,0.444444444,0.12121212099999999,1.0,training,0,953,12,1,0,0,564.48,570.181817184,0.4393248812515704,0.5976012530999557
3780,10,0.666664,1.264150943,0.333333333,0.15,0.033333333,0.0,0.560185185,0.0,0.052447552,0,0.27351985,0.028301887,0,17,1.0,1625,60,0,0.016666667,0.09009009,1.0,training,519,447,12,1,0,0,276.25,146.39639625,0.16510978027340786,0.5913539154499929
5748,8,0.47119099999999997,2.8125,0.05,0.0,0.0,0.0,0.550898204,0.0,0.076023392,0,0.305195256,0.48,0,33,0.0,467,40,4,0.125,0.041237113,1.0,training,519,2586,37,1,1750,0,154.11,19.257731771,0.15886910488091516,0.5
6427,8,0.561843,2.584558824,0.757929883,0.48747913200000004,0.156928214,0.058430718,0.520720721,0.0,0.028490027999999997,0,0.208284145,0.192513369,1,62,0.0,4212,599,12,0.171953255,0.053921569,1.0,training,519,1283,12,4,1750,1815,2611.44,227.117648628,0.8807970779778823,0.15369855657349268
2755,6,0.68706,2.019379845,0.7132616490000001,0.41218638,0.16487455199999998,0.10752688199999999,0.473844282,0.0,0.042635659000000006,0,0.219872605,0.122625216,1,24,0.0,7554,279,3,0.046594982,0.061946903,1.0,training,0,2877,12,5,453,714,1812.96,467.946905262,0.8717662624074807,0.5536389523657655
9122,0,0.6008133639871819,2.485849057,0.5953488370000001,0.28372093,0.027906977000000003,0.004651163,0.554517134,0.0,0.014454665,0,0.149253424,2.325581395,0,78,0.0,509,215,0,0.004651163,0.644067797,1.0,training,519,4122,12,1,0,0,397.02,327.83050867300005,0.8612949117886557,0.44467194473763094
6673,0,0.6008133639871819,1.440993789,0.316666667,0.066666667,0.005555556,0.0,0.448142415,-1.0,0.045133992000000005,0,0.209941687,0.113953488,0,19,0.0,4544,180,3,0.17222222199999998,0.12149532699999999,1.0,training,519,1884,12,3,1047,888,863.36,552.0747658879999,0.8566670127685516,0.8320183851339245
9158,0,0.6008133639871819,4.040540541,0.56684492,0.46524064200000004,0.299465241,0.22459893,21.0,-1.0,0.038461537999999997,0,0.193525781,-1.0,1,64,1.0,1956,187,0,0.090909091,1.0,0.0,training,519,3018,12,1,0,0,1251.84,1956.0,0.8596637505099167,0.16207666550651398
7676,0,0.6008133639871819,2.032786885,0.790322581,0.314516129,0.112903226,0.016129031999999998,21.0,-1.0,0.042056075,0,0.27363246399999996,-1.0,0,28,0.0,3161,124,14,0.008064515999999999,0.0625,1.0,training,519,1817,12,3,525,2283,885.08,197.5625,0.8494327224551819,0.5348272321212596
2885,1,0.756918,1.9279279280000001,0.6184210529999999,0.201754386,0.057017544,0.026315789,0.47232472299999995,0.0,0.028248587999999998,0,0.18674648600000002,0.229166667,1,60,0.0,1453,228,11,0.065789474,0.086614173,0.0,training,519,1395,12,6,539,975,871.8,125.850393369,0.8490632396471,0.4126693756180091
5964,11,0.6214810000000001,1.381909548,0.406862745,0.057189542,0.024509804,0.004901961,0.47014925399999996,0.0,0.019246862,0,0.174756861,2.47826087,1,20,0.0,10422,612,5,0.266339869,0.067567568,0.0,training,519,529,12,2,1461,2137,2084.4,704.189193696,0.8807970779778823,0.8350835810624154
3223,8,0.39859,2.147058824,0.588235294,0.058823529000000006,0.058823529000000006,0.058823529000000006,21.0,-1.0,0.101265823,0,0.285207305,-1.0,0,71,0.0,118,34,5,0.029411765,0.1875,0.0,training,0,2900,12,1,2234,0,83.78,22.125,0.13926254400134067,0.4174297935376854
3858,1,0.402696,2.26119403,0.503267974,0.248366013,0.058823529000000006,0.032679739,0.66743649,0.0,0.108792846,0,0.23549747199999999,0.234375,1,51,0.0,1527,153,15,0.176470588,0.028846154,0.0,training,519,1097,12,8,529,1468,778.77,44.048077158,0.8403338641134707,0.15823380611778692
9503,6,0.845835,2.618644068,0.39837398399999996,0.154471545,0.081300813,0.008130080999999999,0.470588235,0.0,0.051685392999999996,0,0.23957509600000002,0.195512821,1,41,0.0,2266,123,3,0.43902439,0.080246914,1.0,training,519,392,12,4,515,1580,929.06,181.839507124,0.854796506280329,0.464846825295527
177,1,0.637559,4.517241379,0.606557377,0.37704918,0.229508197,0.163934426,0.46174569,0.0029411759999999998,0.170842825,0,0.264150943,0.05,1,28,0.0,3370,61,8,0.196721311,0.148997135,0.0,training,519,2294,12,4,453,714,943.6,502.12034495,0.8366257604866205,0.5348272321212596
8976,6,0.66523,3.785714286,0.058823529000000006,0.0,0.0,0.0,21.0,-1.0,0.048387097000000004,0,0.282484725,-1.0,0,39,0.0,399,34,0,0.058823529000000006,0.181818182,1.0,training,519,1470,15,1,0,0,155.61,72.545454618,0.13926254400134067,0.4358395523837514
2579,2,0.51675,2.207048458,0.5371900829999999,0.285123967,0.107438017,0.016528926,0.394618834,0.0,0.016309013,0,0.165162642,0.116814159,1,43,0.0,3478,242,5,0.037190083,0.08765653,1.0,training,519,1317,12,2,1747,1382,1495.54,304.86941134,0.8740772351648677,0.5
3588,0,0.6008133639871819,3.188811189,0.552941176,0.21764705899999998,0.141176471,0.082352941,0.452631579,0.0,0.09224318699999999,0,0.227666742,0.11145510800000001,1,33,0.0,4696,170,2,0.229411765,0.053731343,1.0,training,519,341,51,2,1518,1439,1549.68,252.322386728,0.8540426485561954,0.5
4840,1,0.8354879999999999,4.955882353,0.539325843,0.34831460700000005,0.224719101,0.179775281,0.6699029129999999,0.0,0.09693877599999999,0,0.213996662,0.4125,1,76,0.0,466,89,7,0.04494382,0.021978022000000003,0.0,training,519,1045,12,2,1797,0,354.16,10.241758252000002,0.5709465968834663,0.16643440755425873
9968,6,0.768883,2.944,0.627737226,0.204379562,0.03649635,0.0,0.526845638,0.0,0.072635135,0,0.22903850899999997,0.091836735,1,64,0.0,1082,137,8,0.167883212,0.053571429000000004,0.0,training,519,1870,12,2,733,1997,692.48,57.964286178,0.8455347349164652,0.16207666550651398
7195,0,0.6008133639871819,2.176470588,0.674796748,0.365853659,0.097560976,0.016260163,0.49252905399999997,0.0,0.042424242,0,0.271327997,0.016722408,1,42,0.0,1764,123,9,0.073170732,0.12292358800000001,1.0,training,34,270,12,5,528,910,740.88,216.83720923200002,0.854796506280329,0.4068961313592678
7710,0,0.6008133639871819,1.153846154,0.18627451,0.117647059,0.06862745099999999,0.049019608,0.63800905,0.0,0.055350554,0,0.235109519,0.5977011489999999,0,20,0.0,1725,102,4,0.294117647,0.081632653,0.0,training,519,2839,12,3,453,714,345.0,140.816326425,0.8400414592285452,0.8350835810624154
8837,2,0.763373,2.212121212,0.662790698,0.430232558,0.18023255800000001,0.034883721,0.6751824820000001,0.0,0.028070175,0,0.210839964,0.333333333,1,76,0.0,644,172,2,0.174418605,0.101694915,0.0,training,519,979,37,3,453,714,489.44,65.49152526,0.8655379206100237,0.16643440755425873
5933,0,0.6008133639871819,0.068965517,0.0,0.0,0.0,0.0,0.506866417,0.007575758,0.078512397,0,0.298473282,0.143939394,0,2,0.0,588,30,3,0.2,0.098591549,1.0,training,519,1214,12,2,855,1511,11.76,57.971830812,0.14383654198794024,0.4694259472076499
7524,2,0.395513,0.0,0.0,0.0,0.0,0.0,0.475746269,0.0,0.0,0,0.49169435200000006,0.004694836,0,0,0.0,873,1,3,0.0,0.079812207,1.0,training,519,3279,12,3,387,1371,0.0,69.676056711,0.11920292202211755,0.16451646289656316
1854,0,0.6008133639871819,3.375,0.664804469,0.24581005600000003,0.072625698,0.016759777,0.395407037,0.0,0.022836537999999997,0,0.22906766899999997,0.011990408000000001,1,30,0.0,5248,179,5,0.072625698,0.10462287099999999,1.0,training,519,1317,12,5,1175,833,1574.4,549.0608270079999,0.8807970779778823,0.5130405202430282
9577,0,0.6008133639871819,2.556291391,0.821782178,0.29702970300000003,0.168316832,0.02970297,0.447182344,0.0,0.031588448,0,0.23987219899999998,0.108721625,1,10,0.0,14507,202,5,0.242574257,0.08998732599999999,1.0,training,0,3283,12,6,613,833,1450.7,1305.446138282,0.8759414321052081,0.8402886524400436
2619,8,0.654046,3.184210526,0.329113924,0.088607595,0.012658228,0.012658228,3.0,0.0,0.062111800999999994,0,0.252,8.5,0,49,0.0,741,79,1,0.544303797,0.0,0.0,training,519,2115,12,1,2141,0,363.09,0.0,0.48718229610828767,0.15685486172036478
9071,8,0.625157,1.585365854,0.44,0.18,0.06,0.04,0.658767773,0.0,0.084710744,0,0.21889457,0.9411764709999999,1,63,0.0,398,100,5,0.38,0.020833333,0.0,training,519,837,12,3,453,714,250.74,8.291666533999999,0.8339156357777174,0.40651807194447953
4381,1,0.76683,1.62992126,0.25625,0.1375,0.09375,0.01875,0.526168224,0.0,0.03052729,0,0.20444705300000002,0.327868852,0,9,0.0,10502,160,10,0.1375,0.050251255999999994,0.0,training,519,2549,12,2,834,1545,945.18,527.738690512,0.8424366130104664,0.5734296567326268
4486,0,0.6008133639871819,2.837606838,0.620967742,0.37903225799999996,0.233870968,0.08064516099999999,0.532815199,0.0,0.065217391,0,0.246273405,0.103092784,1,47,0.0,1865,124,7,0.024193548,0.079207921,0.0,training,519,145,12,4,453,714,876.55,147.722772665,0.8494327224551819,0.1671362652093413
327,0,0.6008133639871819,2.115384615,0.5,0.196969697,0.03030303,0.022727273,21.0,-1.0,0.101204819,0,0.224968752,-1.0,1,64,0.0,788,132,6,0.075757576,0.25,0.0,training,519,81,12,2,2095,0,504.32,197.0,0.8368009196091724,0.16207666550651398
1281,0,0.6008133639871819,1.7090909090000002,0.4375,0.1875,0.03125,0.0,0.557907846,0.0,0.102564103,0,0.255498877,0.213740458,1,33,0.0,1910,128,8,0.0859375,0.140127389,1.0,training,519,2640,12,2,1043,628,630.3,267.64331298999997,0.846980344916167,0.5
1360,10,0.47731899999999994,1.284153005,0.472906404,0.216748768,0.09359605900000001,0.073891626,0.48415841600000004,0.0,0.035794183,0,0.23471009199999998,0.172473868,0,14,0.0,6029,203,3,0.10344827599999999,0.10786106,1.0,training,0,4157,12,5,453,714,844.06,650.29433074,0.8664079614808038,0.5816791608108998
9814,0,0.6008133639871819,1.786885246,0.41463414600000004,0.19512195100000002,0.06504065,0.008130080999999999,0.407024231,0.0,0.051020407999999996,0,0.262507633,0.029508197000000003,1,24,0.0,3683,123,6,0.12195122,0.078175896,1.0,training,0,442,12,2,1375,0,883.92,287.92182496799995,0.854796506280329,0.5536389523657655
3016,2,0.735182,3.952380952,0.457249071,0.204460967,0.089219331,0.029739777000000002,0.534653465,0.0,0.029814666,0,0.189953145,0.633027523,1,19,0.0,7997,269,6,0.286245353,0.082644628,1.0,training,0,143,12,3,425,621,1519.43,660.909090116,0.8763524676528907,0.8320183851339245
4101,0,0.6008133639871819,2.060402685,0.713333333,0.46,0.12,0.026666667,0.50304878,0.0,0.084482759,0,0.21770534,0.153846154,1,54,0.0,1654,150,6,0.013333333000000001,0.057324840999999994,0.0,training,0,1860,12,2,785,0,893.16,94.81528701399999,0.8536047232256732,0.1485184477941078
8697,0,0.6008133639871819,2.0681818180000002,0.38317757,0.140186916,0.018691588999999998,0.0,0.754966887,0.0,0.027139875,0,0.24687951600000002,0.7222222220000001,0,30,0.0,2125,107,3,0.028037383,0.09375,0.0,training,519,1817,12,3,1506,1150,637.5,199.21875,0.5098026653320405,0.5130405202430282
7501,1,0.809413,1.838709677,0.343434343,0.151515152,0.02020202,0.01010101,0.5542774979999999,0.0,0.034351145,0,0.256906501,0.064516129,1,20,1.0,3067,99,0,0.656565657,0.135849057,1.0,training,519,1934,12,1,0,0,613.4,416.649057819,0.5574376329113074,0.8350835810624154
8491,1,0.8676940000000001,2.5723684209999997,0.463276836,0.242937853,0.146892655,0.050847458,0.420661503,0.0,0.03148855,0,0.234318382,0.041822722,1,18,0.0,8849,177,6,0.028248587999999998,0.08942558699999999,0.0,training,0,429,12,4,528,546,1592.82,791.3270193629999,0.8730912143037655,0.8331982473445818
2443,0,0.6008133639871819,1.506849315,0.5121951220000001,0.097560976,0.036585366,0.024390244,0.517525773,0.0,0.052631579000000005,0,0.257408975,0.079411765,0,12,0.0,3792,82,1,0.219512195,0.041916168,1.0,training,301,2394,12,5,453,714,455.04,158.94610905599998,0.47620845649861887,0.5976012530999557
1447,2,0.611478,363.0,0.951807229,0.6987951809999999,0.385542169,0.19277108399999998,0.40757329,0.0,0.0,0,0.280531743,0.006920415,1,99,0.0,12,83,2,0.0,0.272727273,1.0,training,519,2515,12,2,1747,1809,11.88,3.272727276,0.4058972149121999,0.8411308951190849
1153,1,0.85,1.081081081,0.1875,0.053571429000000004,0.017857143,0.017857143,0.522206304,0.0,0.02739726,0,0.228714705,0.257352941,0,6,0.0,7919,112,1,0.330357143,0.11372549,0.0,training,0,2857,12,2,1599,417,475.14,900.59215531,0.8438951025545426,0.5485194052642788
8596,0,0.6008133639871819,3.6701030930000003,0.6938775509999999,0.45918367299999996,0.295918367,0.153061224,0.442874845,0.0,0.049566295,0,0.241724679,0.072273325,1,15,0.0,8627,98,5,0.071428571,0.097320169,1.0,training,519,689,37,3,583,873,1294.05,839.5810979629999,0.16798161486607552,0.8413942872648525
8479,1,0.8905719999999999,2.361607143,0.7879999999999999,0.376,0.076,0.04,0.494260204,0.0,0.035891089,1,0.263563057,0.055755396,1,44,0.0,3157,250,9,0.1,0.076785714,0.0,training,519,3683,51,5,1900,1471,1389.08,242.412499098,0.8564010312515399,0.16428750630761857
7060,3,0.8660690000000001,2.552238806,0.527272727,0.23030303,0.084848485,0.036363636,0.475252525,0.0,0.06947890799999999,0,0.234255627,0.049844237,1,24,0.0,5372,165,6,0.090909091,0.101983003,0.0,training,519,4062,12,5,2041,833,1289.28,547.852692116,0.855757089478164,0.5536389523657655
9236,0,0.6008133639871819,1.815789474,0.660130719,0.261437908,0.19607843100000003,0.156862745,0.44916090799999997,0.0,0.033374536,0,0.21850393699999998,0.05726257,0,16,0.0,6965,153,6,0.18300653600000003,0.064896755,1.0,training,519,159,12,3,453,714,1114.4,452.005898575,0.8403338641134707,0.834962228306857
2877,1,0.52673,1.906862745,0.563380282,0.230046948,0.03286385,0.028169014,0.553224553,0.0,0.041198502000000005,0,0.20815191800000002,0.303167421,1,55,0.0,1711,213,7,0.46009389700000003,0.114173228,0.0,training,519,3927,12,5,594,833,941.05,195.350393108,0.8748396004250029,0.16361417605920497
8066,1,0.381423,1.333333333,0.0,0.0,0.0,0.0,0.523255814,0.0,0.14285714300000002,0,0.44160305299999997,0.016129031999999998,0,2,0.0,825,6,5,0.0,0.091397849,0.0,training,519,4,12,2,1266,1620,16.5,75.403225425,0.11920292202211755,0.4694259472076499
4675,2,0.849985,9.833333332999999,0.226190476,0.083333333,0.035714286,0.0,0.47617720799999996,0.0,0.051219512,0,0.20652044100000003,0.051779935,1,16,0.0,3011,84,0,0.071428571,0.105960265,1.0,training,519,2574,12,1,65,0,481.76,319.046357915,0.5365202132337255,0.834962228306857
8315,2,0.563208,1.754098361,0.457446809,0.164893617,0.058510638,0.0,0.447552448,0.0,0.027672956000000002,0,0.200469161,0.15,1,19,0.0,6554,188,6,0.095744681,0.070500928,1.0,training,0,3428,12,4,1750,1194,1245.26,462.063082112,0.8554222495341228,0.8320183851339245
10472,6,0.845217,1.811764706,0.36170212799999996,0.106382979,0.021276596000000002,0.0,0.577142857,0.0,0.043715847,0,0.292829332,0.072580645,0,34,0.0,1481,94,3,0.031914894,0.07518797,1.0,training,519,1817,12,3,1506,1150,503.54,111.35338357,0.5365202132337255,0.44575884702110696
5348,0,0.6008133639871819,0.946153846,0.25179856100000003,0.071942446,0.028776977999999998,0.014388488999999999,0.660049628,0.0,0.019438445,0,0.178804502,1.245614035,0,16,0.0,3304,139,1,0.7985611509999999,0.130434783,1.0,training,519,4135,12,1,2161,0,528.64,430.956523032,0.8559212293644084,0.834962228306857
586,8,0.24952399999999997,0.36170212799999996,0.083333333,0.0,0.0,0.0,0.388864912,0.0,0.038348083,0,0.236009384,0.038709677000000005,0,1,0.0,6469,48,2,0.10416666699999999,0.082440231,1.0,training,519,1667,12,1,1220,0,64.69,533.305854339,0.4351499618330398,0.8411308951190849
5614,0,0.6008133639871819,1.425,0.313253012,0.036144578,0.024096386,0.0,0.543478261,0.0,0.10133333300000001,0,0.252263688,0.18934911199999999,0,20,0.0,2044,83,3,0.048192770999999995,0.127906977,0.0,training,519,1621,12,2,1979,0,408.8,261.44186098800003,0.4058972149121999,0.8350835810624154
4203,2,0.7872020000000001,0.8375,0.231707317,0.036585366,0.024390244,0.012195122,0.46785009899999996,0.0,0.049107143,0,0.202913187,0.12217194599999999,0,11,0.0,2650,82,4,0.37804878,0.1,1.0,training,63,504,12,3,453,714,291.5,265.0,0.47620845649861887,0.8387300892468948
6314,9,0.167107,3.357142857,0.071428571,0.071428571,0.0,0.0,0.571428571,0.0,0.230263158,0,0.255653014,0.067114094,0,24,0.0,611,14,2,0.0,0.136986301,0.0,training,0,2887,12,2,1480,0,146.64,83.698629911,0.13102890758838914,0.5536389523657655
1380,0,0.6008133639871819,1.367816092,0.291666667,0.15625,0.041666667000000004,0.020833333,0.43143297399999997,0.0,0.015866209,0,0.167805483,0.025386312999999997,1,1,0.0,61502,96,7,0.135416667,0.09410430800000001,1.0,training,519,2951,12,3,1360,1415,615.02,5787.603150616001,0.5348272321212596,0.8411308951190849
6900,0,0.6008133639871819,11.50877193,0.808652246,0.722129784,0.7104825290000001,0.7104825290000001,0.47249434799999995,0.0,0.004965243,0,0.163077088,0.7553475940000001,0,11,0.0,67579,601,5,0.199667221,0.075630252,1.0,training,0,513,12,5,453,714,7433.69,5111.0167999079995,0.11920292202211755,0.8387300892468948
3447,4,0.360557,2.44047619,0.467741935,0.220430108,0.048387097000000004,0.032258065,0.465411298,0.0,0.047741935,0,0.23956246899999997,0.05489774,1,28,0.0,4883,186,7,0.252688172,0.10426009,0.0,training,519,770,12,3,613,2137,1367.24,509.10201947,0.8599427819341184,0.5348272321212596
2363,11,0.894919,1.9371428569999998,0.596590909,0.159090909,0.073863636,0.022727273,0.915966387,0.0,0.016871166,0,0.280436892,0.130434783,1,22,0.0,5300,176,8,0.176136364,0.023809524,0.0,training,415,3257,12,4,1573,949,1166.0,126.19047719999999,0.8655379206100237,0.5138853177460048
3974,0,0.6008133639871819,1.325581395,0.092307692,0.030769231,0.0,0.0,0.568017366,0.0,0.011013216000000001,0,0.149230081,0.428571429,0,22,0.0,2999,130,2,0.046153846,0.25,1.0,training,0,16,12,4,1645,372,659.78,749.75,0.5751831319371524,0.5138853177460048
